wave,lnwage,sex,expf,expfsq,expp,exppsq,edyrs,colldeg,advdeg,msa,region,racehisp,union,govt,ind,occ,mgrocc,profocc,maleprofaer,wght
2009,3.7256736755371094,male,18,324,0,0,13,0,0,0,south,whitenh,0,0,durables,production,0,0,0,24.788000106811523
2007,2.941134452819824,male,27,729,0,0,16,1,0,1,south,whitenh,0,0,professional,construct,0,0,0,28.148000717163086
1999,3.853438138961792,male,29,841,4,16,18,0,1,0,northeast,whitenh,0,1,retail,managerial,1,0,0,25.64299964904785
2011,3.162031888961792,male,4,16,5,25,16,1,0,1,northeast,whitenh,1,1,admin,security,0,0,0,33.30500030517578
2007,3.7396421432495117,male,35,1225,0,0,16,1,0,0,south,whitenh,0,0,nondurables,managerial,1,0,0,22.691999435424805
2011,3.2216575145721436,male,31,961,3,9,14,0,0,0,south,whitenh,0,0,miningconstruction,managerial,1,0,0,26.139999389648438
2009,3.193828582763672,male,10,100,1,1,12,0,0,0,midwest,whitenh,0,0,medical,building,0,0,0,12.579000473022461
1981,2.7445974349975586,male,8,64,1,1,12,0,0,1,south,blacknh,0,0,finance,sales,0,0,0,1
1990,1.3795033693313599,male,32,1024,1,1,5,0,0,1,south,blacknh,0,0,enterntainment,production,0,0,0,2.5950000286102295
1999,3.9670310020446777,male,31,961,1,1,18,0,1,1,northeast,whitenh,0,0,professional,architect,0,1,1,33.68000030517578
2011,2.1952733993530273,male,8,64,5,25,16,1,0,1,south,blacknh,0,1,medical,healthcare,0,1,1,5.348999977111816
2007,3.017507314682007,male,12,144,0,0,12,0,0,0,south,whitenh,0,0,wholesale,transport,0,0,0,42.51900100708008
1999,3.3510358333587646,male,8,64,1,1,18,0,1,1,northeast,whitenh,0,0,professional,lawyer,0,1,1,29.035999298095703
2011,2.7725887298583984,male,37,1369,0,0,12,0,0,1,west,blacknh,1,0,medical,building,0,0,0,11.038999557495117
2011,3.4011974334716797,male,34,1156,4,16,16,1,0,0,midwest,whitenh,0,0,finance,sales,0,0,0,29.22100067138672
1999,3.929253101348877,male,17,289,4,16,16,1,0,1,northeast,whitenh,0,0,finance,financial,1,0,0,28.679000854492188
1990,2.7473583221435547,male,0,0,7,49,12,0,0,1,south,blacknh,0,0,durables,production,0,0,0,2.0810000896453857
1981,2.766961097717285,male,7,49,0,0,12,0,0,0,midwest,whitenh,0,0,durables,transport,0,0,0,14
2007,3.5666048526763916,male,15,225,0,0,16,0,0,1,midwest,whitenh,0,1,professional,security,0,0,0,7.488999843597412
1990,2.514164447784424,male,17,289,0,0,12,0,0,0,south,whitenh,0,0,nondurables,production,0,0,0,15.883000373840332
1999,3.276927947998047,male,11,121,0,0,14,0,0,1,west,hisp,0,0,durables,architect,0,1,1,37.81700134277344
2011,3.0253326892852783,male,2,4,4,16,16,1,0,0,midwest,whitenh,0,0,enterntainment,socialworker,0,1,1,13.625
1990,3.1670081615448,male,13,169,1,1,15,0,0,0,south,blacknh,1,0,nondurables,construct,0,0,0,3.2200000286102295
1981,3.648514747619629,male,9,81,0,0,14,0,0,1,midwest,whitenh,0,0,retail,managerial,1,0,0,14
2009,3.1858603954315186,male,16,256,0,0,13,0,0,1,south,whitenh,0,0,nondurables,sales,0,0,0,28.413999557495117
1999,2.8822851181030273,male,15,225,1,1,14,0,0,0,midwest,whitenh,1,0,nondurables,production,0,0,0,28.981000900268555
2009,3.164970636367798,male,7,49,1,1,12,0,0,0,northeast,whitenh,0,0,professional,building,0,0,0,10.666000366210938
1999,3.5960052013397217,male,5,25,3,9,17,0,0,1,northeast,whitenh,1,0,durables,production,0,0,0,29.819000244140625
1981,2.3163177967071533,male,3,9,2,4,12,0,0,1,south,blacknh,0,1,professional,transport,0,0,0,1
2007,3.167665958404541,male,8,64,0,0,16,1,0,1,south,whitenh,0,1,finance,financial,1,0,0,7.98199987411499
1981,3.131014347076416,male,18,324,2,4,10,0,0,1,south,whitenh,0,0,miningconstruction,construct,0,0,0,4
2009,3.165883779525757,male,2,4,4,16,17,1,0,1,midwest,whitenh,0,0,professional,tech,0,1,1,28.687000274658203
2009,2.333209753036499,male,31,961,1,1,11,0,0,0,west,whitenh,0,1,education,building,0,0,0,26.070999145507812
2007,3.7796475887298584,male,19,361,3,9,18,0,1,1,northeast,whitenh,0,1,admin,managerial,1,0,0,35.479000091552734
2009,3.100050687789917,male,21,441,0,0,16,1,0,0,northeast,whitenh,0,0,communications,artist,0,1,1,41.66699981689453
2011,3.034198522567749,male,8,64,0,0,18,0,1,0,south,blacknh,0,1,education,legaleduc,0,1,0,80.50800323486328
2009,3.7046542167663574,male,28,784,0,0,16,0,0,1,west,blacknh,0,1,medical,socialworker,0,1,1,3.3380000591278076
1999,2.8996336460113525,male,37,1369,2,4,18,0,1,1,west,whitenh,0,0,retail,tech,0,1,1,24.077999114990234
2011,3.154952049255371,male,19,361,3,9,16,1,0,1,south,blacknh,0,1,admin,security,0,0,0,30.56599998474121
1999,4.221154689788818,male,27,729,4,16,16,1,0,1,midwest,whitenh,0,0,miningconstruction,managerial,1,0,0,11.876999855041504
1990,3.071091651916504,male,37,1369,0,0,10,0,0,0,south,blacknh,1,0,durables,production,0,0,0,6.210000038146973
1990,2.641997814178467,male,3,9,5,25,17,1,0,0,south,whitenh,0,1,education,legaleduc,0,1,0,12.621000289916992
1990,3.2916855812072754,male,41,1681,0,0,12,0,0,1,northeast,whitenh,1,0,utilities,admin,0,0,0,41.698001861572266
2007,3.976958990097046,male,29,841,5,25,15,0,0,0,midwest,whitenh,0,0,education,legaleduc,0,1,1,49.053001403808594
2011,3.3150196075439453,male,15,225,0,0,14,0,0,1,midwest,whitenh,1,1,admin,security,0,0,0,16.798999786376953
2007,2.8075404167175293,male,10,100,3,9,14,0,0,0,south,whitenh,0,0,communications,architect,0,1,1,2.8399999141693115
1999,3.0129623413085938,male,25,625,0,0,16,1,0,0,midwest,whitenh,0,1,education,managerial,1,0,0,34.518001556396484
2009,4.253435134887695,male,20,400,4,16,18,0,1,1,northeast,whitenh,0,0,professional,managerial,1,0,0,31.874000549316406
2007,2.720518112182617,male,2,4,4,16,16,1,0,1,midwest,whitenh,0,0,finance,admin,0,0,0,30.8799991607666
1999,2.812075614929199,male,7,49,2,4,16,1,0,1,midwest,whitenh,1,1,education,legaleduc,0,1,0,45.91299819946289
2007,3.046494960784912,male,18,324,1,1,12,0,0,1,midwest,blacknh,0,0,nondurables,production,0,0,0,2.3550000190734863
2011,2.4144246578216553,male,12,144,2,4,13,0,0,1,midwest,blacknh,0,0,finance,admin,0,0,0,9.369000434875488
1990,2.579925537109375,male,31,961,0,0,7,0,0,1,south,blacknh,0,0,miningconstruction,transport,0,0,0,1.0230000019073486
1999,4.077173233032227,male,23,529,0,0,12,0,0,1,midwest,whitenh,1,0,durables,production,0,0,0,46.1510009765625
1981,3.4748623371124268,male,22,484,8,64,13,0,0,1,midwest,blacknh,1,0,enterntainment,managerial,1,0,0,7
1981,2.4517805576324463,male,19,361,0,0,13,0,0,1,midwest,blacknh,1,0,durables,production,0,0,0,4
2011,2.8569369316101074,male,14,196,0,0,12,0,0,0,northeast,whitenh,0,0,miningconstruction,construct,0,0,0,25.104999542236328
1999,3.66688871383667,male,24,576,4,16,18,0,1,1,south,blacknh,1,1,education,legaleduc,0,1,0,0.6669999957084656
1981,2.8434338569641113,male,24,576,0,0,12,0,0,0,midwest,whitenh,0,0,retail,construct,0,0,0,16
2009,4.110119342803955,male,25,625,0,0,12,0,0,0,northeast,whitenh,0,0,utilities,business,1,0,0,26.62700080871582
2009,1.6454154253005981,male,39,1521,1,1,14,0,0,0,south,blacknh,0,0,medical,building,0,0,0,9.324999809265137
2007,3.430940628051758,male,8,64,5,25,16,1,0,0,south,whitenh,0,1,professional,managerial,1,0,0,23.22100067138672
1999,4.047036170959473,male,25,625,0,0,12,0,0,1,midwest,whitenh,0,0,finance,sales,0,0,0,21.44700050354004
1990,3.165102481842041,male,11,121,0,0,12,0,0,0,midwest,whitenh,1,0,durables,production,0,0,0,17.076000213623047
1981,3.30151629447937,male,11,121,24,576,17,1,0,1,south,whitenh,0,0,nondurables,production,0,0,0,32
1999,3.2123894691467285,male,10,100,2,4,14,0,0,1,northeast,whitenh,0,0,enterntainment,construct,0,0,0,57.29199981689453
1981,2.6788578033447266,male,3,9,3,9,16,0,0,1,northeast,whitenh,1,0,miningconstruction,construct,0,0,0,36
1999,2.650172710418701,male,21,441,3,9,16,1,0,1,west,whitenh,1,0,transport,foodcare,0,0,0,29.740999221801758
1990,2.7854795455932617,male,10,100,0,0,12,0,0,1,midwest,whitenh,1,1,miningconstruction,construct,0,0,0,17.819000244140625
2011,3.6447081565856934,male,13,169,0,0,15,0,0,0,midwest,whitenh,1,0,transport,construct,0,0,0,14.954999923706055
1999,3.159144878387451,male,32,1024,6,36,16,1,0,1,midwest,whitenh,1,1,education,legaleduc,0,1,0,44.854000091552734
1990,3.079566240310669,male,27,729,0,0,12,0,0,0,south,whitenh,1,0,wholesale,transport,0,0,0,36.54899978637695
2007,3.0352070331573486,male,13,169,0,0,12,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,12.664999961853027
2009,2.634441375732422,male,16,256,0,0,18,0,1,0,northeast,whitenh,0,1,education,legaleduc,0,1,0,7.328999996185303
1999,2.8285090923309326,male,22,484,4,16,15,0,0,1,west,whitenh,0,0,durables,construct,0,0,0,12.913999557495117
1990,3.6896109580993652,male,19,361,6,36,18,0,1,1,northeast,whitenh,0,0,education,postsecondaryeduc,0,1,1,23.033000946044922
2007,2.8233513832092285,male,12,144,0,0,12,0,0,0,midwest,blacknh,0,0,durables,production,0,0,0,3.874000072479248
2007,3.0223658084869385,male,8,64,0,0,18,0,1,1,midwest,whitenh,0,1,medical,scientist,0,1,1,25.17799949645996
2009,2.3591818809509277,male,24,576,4,16,12,0,0,1,south,blacknh,0,0,medical,healthcare,0,1,1,9.486000061035156
1999,2.8306407928466797,male,28,784,0,0,12,0,0,0,south,whitenh,0,1,education,managerial,1,0,0,0
1990,2.9784700870513916,male,20,400,5,25,10,0,0,0,south,whitenh,0,0,miningconstruction,construct,0,0,0,20.58099937438965
1990,2.680072546005249,male,4,16,6,36,16,1,0,1,northeast,whitenh,0,0,finance,managerial,1,0,0,39.3489990234375
1990,3.412916421890259,male,27,729,0,0,12,0,0,0,midwest,whitenh,1,1,admin,security,0,0,0,27.111000061035156
2011,2.8731300830841064,male,3,9,5,25,16,1,0,0,south,whitenh,0,1,education,legaleduc,0,1,0,10.682999610900879
2009,2.5329196453094482,male,11,121,1,1,12,0,0,1,midwest,whitenh,0,0,hospitality,foodcare,0,0,0,14.66100025177002
2011,3.179655075073242,male,8,64,3,9,12,0,0,0,south,whitenh,0,1,retail,sales,0,0,0,4.124000072479248
1999,2.9286210536956787,male,12,144,1,1,12,0,0,0,south,blacknh,1,1,retail,architect,0,1,1,1.2960000038146973
1999,4.026708602905273,male,15,225,2,4,18,0,1,0,midwest,whitenh,0,0,finance,sales,0,0,0,24.322999954223633
1981,3.0594253540039062,male,12,144,0,0,12,0,0,1,south,blacknh,1,1,retail,admin,0,0,0,1
1981,2.7758500576019287,male,19,361,0,0,12,0,0,0,south,whitenh,0,1,admin,production,0,0,0,28
2007,3.8929762840270996,male,28,784,1,1,14,0,0,0,south,whitenh,0,0,wholesale,sales,0,0,0,20.207000732421875
2011,3.2621045112609863,male,5,25,5,25,15,0,0,0,midwest,whitenh,0,0,durables,architect,0,1,1,18.15999984741211
1999,3.260991334915161,male,32,1024,2,4,17,0,0,0,northeast,whitenh,0,0,professional,tech,0,1,1,44.14099884033203
1999,0.8943000435829163,male,8,64,0,0,10,0,0,0,south,blacknh,0,0,medical,transport,0,0,0,0.8790000081062317
2007,3.2042832374572754,male,6,36,7,49,16,1,0,0,south,blacknh,0,0,hospitality,financial,1,0,0,1.2050000429153442
1999,3.0088329315185547,male,23,529,1,1,15,0,0,1,northeast,blacknh,1,0,wholesale,transport,0,0,0,2.0190000534057617
1981,2.8141653537750244,male,7,49,1,1,16,0,0,1,south,whitenh,0,0,finance,managerial,1,0,0,15
1990,1.1574705839157104,male,16,256,1,1,12,0,0,1,south,blacknh,0,0,retail,production,0,0,0,1.5700000524520874
1990,2.2894983291625977,male,18,324,0,0,12,0,0,0,south,blacknh,0,0,retail,managerial,1,0,0,0.46000000834465027
2011,3.6951210498809814,male,17,289,0,0,12,0,0,1,northeast,whitenh,0,0,wholesale,sales,0,0,0,32.63399887084961
2011,4.285159111022949,male,14,196,2,4,18,0,1,1,midwest,othernh,0,0,medical,lawyer,0,1,1,31.92799949645996
1981,3.199333667755127,male,38,1444,1,1,10,0,0,1,northeast,whitenh,0,1,education,legaleduc,0,1,0,12
2007,3.551805257797241,male,10,100,9,81,18,0,1,1,west,blacknh,0,0,enterntainment,financial,1,0,0,1.909000039100647
1981,3.450035333633423,male,18,324,0,0,14,0,0,1,midwest,whitenh,1,1,admin,security,0,0,0,23
2011,2.525728702545166,male,36,1296,1,1,14,0,0,0,south,whitenh,0,0,wholesale,admin,0,0,0,27.733999252319336
1999,3.043734073638916,male,11,121,2,4,16,0,0,1,midwest,whitenh,1,1,admin,admin,0,0,0,46.55500030517578
1981,2.3781309127807617,male,7,49,2,4,9,0,0,1,west,whitenh,1,1,transport,production,0,0,0,15
2011,4.386727333068848,male,23,529,0,0,18,0,1,0,northeast,whitenh,1,1,admin,security,0,0,0,34.198001861572266
2011,2.418097972869873,male,4,16,1,1,12,0,0,1,midwest,blacknh,1,0,enterntainment,foodcare,0,0,0,1.3220000267028809
2007,3.551527500152588,male,32,1024,1,1,12,0,0,1,northeast,blacknh,1,0,utilities,construct,0,0,0,3.8989999294281006
1990,4.040977478027344,male,23,529,3,9,16,1,0,1,west,whitenh,0,0,wholesale,managerial,1,0,0,36.183998107910156
1999,2.7881381511688232,male,29,841,0,0,16,1,0,1,midwest,whitenh,0,1,education,managerial,1,0,0,19.83799934387207
2009,2.4518914222717285,male,4,16,2,4,15,0,0,0,south,blacknh,0,0,enterntainment,transport,0,0,0,4.223999977111816
2007,3.0760419368743896,male,18,324,0,0,12,0,0,0,south,whitenh,1,0,nondurables,production,0,0,0,28.402000427246094
1999,3.1075870990753174,male,2,4,2,4,16,0,0,1,west,hisp,0,0,transport,admin,0,0,0,17.327999114990234
2011,2.7231638431549072,male,8,64,0,0,12,0,0,0,south,blacknh,1,0,transport,transport,0,0,0,0.5389999747276306
2009,3.5223326683044434,male,7,49,1,1,16,1,0,1,south,whitenh,1,0,miningconstruction,architect,0,1,1,18.250999450683594
2007,2.8039331436157227,male,18,324,0,0,17,1,0,0,south,whitenh,0,0,retail,sales,0,0,0,26.336999893188477
2011,2.6192548274993896,male,7,49,0,0,12,0,0,1,west,whitenh,1,1,education,building,0,0,0,4.414000034332275
1990,3.8058571815490723,male,25,625,5,25,17,1,0,1,west,whitenh,0,1,admin,security,0,0,0,35.40399932861328
1999,3.0448157787323,male,11,121,3,9,13,0,0,0,south,whitenh,0,0,professional,architect,0,1,1,15.390000343322754
1990,3.557706356048584,male,10,100,5,25,17,1,0,0,northeast,whitenh,0,0,retail,healthcare,0,1,1,21.902000427246094
1999,3.4704227447509766,male,19,361,0,0,13,0,0,1,northeast,whitenh,0,0,communications,construct,0,0,0,30.406999588012695
1981,2.8685593605041504,male,22,484,0,0,10,0,0,0,south,blacknh,0,0,durables,transport,0,0,0,5
2007,2.7786154747009277,male,10,100,0,0,12,0,0,1,west,blacknh,1,0,miningconstruction,construct,0,0,0,3.5980000495910645
2009,3.629175901412964,male,31,961,0,0,16,0,0,1,west,blacknh,1,1,transport,admin,0,0,0,13.758000373840332
2011,3.7578723430633545,male,9,81,0,0,16,1,0,1,west,whitenh,0,1,admin,security,0,0,0,14.664999961853027
2011,2.4625496864318848,male,39,1521,0,0,12,0,0,1,south,blacknh,0,1,education,building,0,0,0,0.7409999966621399
2009,3.188326597213745,male,3,9,3,9,16,1,0,0,midwest,whitenh,0,0,nondurables,managerial,1,0,0,5.2779998779296875
1999,3.3319876194000244,male,36,1296,0,0,14,0,0,0,midwest,whitenh,1,0,durables,production,0,0,0,46.65800094604492
2011,2.564194917678833,male,7,49,2,4,12,0,0,0,northeast,whitenh,0,0,transport,admin,0,0,0,17.79599952697754
1999,3.02433705329895,male,11,121,1,1,12,0,0,1,south,blacknh,0,0,nondurables,production,0,0,0,1.0080000162124634
1999,2.828063488006592,male,7,49,2,4,16,1,0,0,south,whitenh,0,0,professional,architect,0,1,1,28.40999984741211
1981,3.511930465698242,male,17,289,3,9,18,0,1,1,midwest,whitenh,0,0,durables,architect,0,1,1,16
1990,2.432337760925293,male,13,169,1,1,12,0,0,1,south,blacknh,0,0,nondurables,production,0,0,0,2.759000062942505
1999,2.7251265048980713,male,31,961,1,1,12,0,0,0,midwest,whitenh,0,0,miningconstruction,construct,0,0,0,27.291000366210938
2007,2.9529688358306885,male,27,729,0,0,12,0,0,0,northeast,blacknh,1,1,education,building,0,0,0,3.677999973297119
2011,2.347321033477783,male,25,625,1,1,16,1,0,1,midwest,blacknh,1,0,nondurables,transport,0,0,0,13.496000289916992
1999,3.4672176837921143,male,29,841,2,4,13,0,0,0,northeast,whitenh,0,0,retail,managerial,1,0,0,28.10700035095215
2011,2.807476043701172,male,29,841,0,0,12,0,0,1,northeast,whitenh,0,0,transport,transport,0,0,0,35.74399948120117
1981,3.746628999710083,male,25,625,0,0,14,0,0,1,south,whitenh,0,0,retail,sales,0,0,0,15
1981,3.5212655067443848,male,44,1936,0,0,12,0,0,1,northeast,whitenh,0,0,durables,architect,0,1,1,40
2007,1.9375144243240356,male,5,25,2,4,12,0,0,1,west,whitenh,0,0,hospitality,admin,0,0,0,13.585000038146973
2011,2.969911575317383,male,6,36,4,16,16,1,0,0,south,whitenh,0,0,education,managerial,1,0,0,16.634000778198242
1999,3.1882686614990234,male,37,1369,0,0,15,0,0,1,west,whitenh,1,1,admin,security,0,0,0,3.2139999866485596
1999,3.686306953430176,male,27,729,5,25,17,1,0,0,midwest,whitenh,0,1,medical,healthcare,0,1,1,18.841999053955078
1999,3.1307454109191895,male,27,729,2,4,12,0,0,1,midwest,whitenh,0,0,miningconstruction,managerial,1,0,0,25.118999481201172
1999,2.6715760231018066,male,36,1296,0,0,12,0,0,0,south,whitenh,0,0,finance,managerial,1,0,0,23.843000411987305
2011,2.566828966140747,male,23,529,2,4,12,0,0,0,midwest,whitenh,1,0,retail,admin,0,0,0,26.52899932861328
1999,2.6561317443847656,male,12,144,0,0,11,0,0,0,midwest,whitenh,0,0,nondurables,foodcare,0,0,0,22.645000457763672
2009,4.41812801361084,male,7.856047630310059,61.71748436970029,4.143952369689941,17.17234124225888,18,0,1,1,south,whitenh,0,0,medical,healthcare,0,1,0,19.459999084472656
1999,2.5881004333496094,male,14,196,13,169,14,0,0,0,south,blacknh,0,0,retail,sales,0,0,0,18.29199981689453
1999,3.566960334777832,male,11,121,5,25,16,1,0,1,northeast,whitenh,0,0,nondurables,scientist,0,1,1,15.135000228881836
1999,2.7239019870758057,male,22,484,0,0,18,0,1,0,midwest,blacknh,0,0,retail,managerial,1,0,0,4.0229997634887695
2007,3.3281102180480957,male,14,196,1,1,14,0,0,0,midwest,whitenh,0,0,nondurables,construct,0,0,0,17.31800079345703
2011,3.6541221141815186,male,11,121,5,25,17,1,0,1,northeast,whitenh,0,0,professional,tech,0,1,1,38.8489990234375
2007,3.181058883666992,male,13,169,0,0,13,0,0,0,midwest,whitenh,0,0,durables,production,0,0,0,26.851999282836914
2011,3.6370582580566406,male,14,196,3,9,13,0,0,0,south,blacknh,0,0,miningconstruction,construct,0,0,0,3.0480000972747803
1981,2.8853342533111572,male,18,324,1,1,12,0,0,1,south,whitenh,0,0,wholesale,sales,0,0,0,3
1999,2.9826884269714355,male,8,64,13,169,12,0,0,0,midwest,whitenh,1,0,durables,transport,0,0,0,20.874000549316406
2009,3.640115737915039,male,5,25,5,25,14,0,0,0,midwest,whitenh,0,0,durables,artist,0,1,1,30.53499984741211
2007,2.47268009185791,male,5.900515079498291,34.816078203386724,1.099484920501709,1.2088670904106493,16,1,0,0,south,whitenh,1,1,admin,security,0,0,0,16.202999114990234
1981,2.587653398513794,male,18,324,0,0,9,0,0,0,south,blacknh,1,0,durables,production,0,0,0,2
1981,2.1835403442382812,male,16,256,15,225,12,0,0,0,south,whitenh,0,0,nondurables,production,0,0,0,28
1981,2.9375522136688232,male,43,1849,0,0,8,0,0,1,midwest,whitenh,1,1,miningconstruction,construct,0,0,0,32
1990,2.781947374343872,male,27,729,0,0,18,0,1,1,south,whitenh,0,0,education,postsecondaryeduc,0,1,1,18.09600067138672
1999,4.040279388427734,male,5,25,8,64,18,0,1,1,midwest,whitenh,0,0,medical,lawyer,0,1,1,23.577999114990234
1999,3.1065826416015625,male,8,64,0,0,14,0,0,0,west,whitenh,0,0,retail,admin,0,0,0,13.430999755859375
1999,2.861412525177002,male,18,324,2,4,12,0,0,1,northeast,whitenh,0,0,durables,transport,0,0,0,27.0310001373291
1999,3.102574586868286,male,4,16,3,9,16,1,0,0,south,whitenh,0,0,transport,sales,0,0,0,2.934000015258789
2009,2.059849262237549,male,32,1024,1,1,17,1,0,0,midwest,blacknh,0,1,education,legaleduc,0,1,0,22.618000030517578
1999,4.166407108306885,male,6,36,3,9,16,1,0,1,west,whitenh,0,0,wholesale,managerial,1,0,0,32.87900161743164
2011,2.7176196575164795,male,11,121,0,0,10,0,0,0,south,blacknh,1,0,miningconstruction,construct,0,0,0,2.0399999618530273
2011,3.716038227081299,male,20,400,4,16,14,0,0,0,south,whitenh,0,0,communications,tech,0,1,1,24.285999298095703
2007,3.4142935276031494,male,22,484,2,4,12,0,0,0,midwest,whitenh,1,0,medical,building,0,0,0,25.58099937438965
1981,2.3027045726776123,male,37,1369,1,1,12,0,0,0,northeast,whitenh,0,0,durables,security,0,0,0,29
2011,3.171818733215332,male,21,441,0,0,13,0,0,1,midwest,blacknh,0,1,admin,security,0,0,0,14.071000099182129
2007,2.4565320014953613,male,8,64,0,0,13,0,0,1,midwest,whitenh,0,0,professional,artist,0,1,1,33.52000045776367
2011,2.523944616317749,male,12,144,4,16,14,0,0,1,northeast,blacknh,0,1,enterntainment,managerial,1,0,0,33.94599914550781
1981,3.542205810546875,male,13,169,1,1,16,1,0,1,midwest,whitenh,0,0,durables,managerial,1,0,0,16
2011,3.4206154346466064,male,9,81,4,16,18,0,1,0,midwest,whitenh,0,1,education,managerial,1,0,0,16.197999954223633
1981,2.7176363468170166,male,9,81,1,1,12,0,0,1,northeast,whitenh,0,1,medical,healthcare,0,1,1,15
2009,2.9602136611938477,male,15,225,4,16,16,1,0,1,south,blacknh,0,0,retail,managerial,1,0,0,18.941999435424805
1990,3.487290859222412,male,16,256,3,9,16,1,0,1,midwest,whitenh,0,1,admin,architect,0,1,1,19.757999420166016
2007,3.177523136138916,male,4,16,6,36,16,0,0,1,west,othernh,0,0,nondurables,architect,0,1,1,21.257999420166016
2011,2.941760778427124,male,19,361,0,0,12,0,0,1,south,blacknh,0,0,professional,admin,0,0,0,0.5040000081062317
2007,3.2900917530059814,male,12,144,3,9,16,1,0,1,west,whitenh,0,0,professional,architect,0,1,1,25.042999267578125
1999,2.731010913848877,male,9,81,1,1,14,0,0,1,northeast,whitenh,1,1,admin,security,0,0,0,14.121000289916992
